id,phrase,feature_1,feature_2,feature_3,sentiment
5626,I like my Christmas movies with more elves and snow and less pimps and ho 's .,17.0,2.0,2.0,0
5627,"Seems content to dog-paddle in the mediocre end of the pool , and it 's a sad , sick sight .",21.0,1.0,5.0,0
5628,"Louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother Hoffman 's script stumbles over a late-inning twist that just does n't make sense .",27.0,2.0,,0
5629,"Grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length",19.0,1.0,1.0,0
5630,"It may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate .",22.0,,,1
5631,"Even if it pushes its agenda too forcefully , this remains a film about something , one that attempts and often achieves a level of connection and concern .",29.0,1.0,3.0,2
5632,is a mess .,4.0,,1.0,0
5633,"Enough said , except : Film overboard !",8.0,2.0,3.0,0
5634,Enticing and often funny documentary .,6.0,1.0,,2
5635,"The creative animation work may not look as fully ` rendered ' as Pixar 's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree .",32.0,2.0,5.0,2
5636,"Both shrill and soporific , and because everything is repeated five or six times , it can seem tiresomely simpleminded .",21.0,1.0,3.0,0
5637,"Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .",20.0,1.0,,2
5638,Gere gives a good performance in a film that does n't merit it .,14.0,1.0,,1
5639,"This is a gorgeous film - vivid with color , music and life .",14.0,1.0,3.0,2
5640,A sly dissection of the inanities of the contemporary music business and a rather sad story of the difficulties of artistic collaboration .,23.0,1.0,1.0,1
5641,"` Linklater fans , or pretentious types who want to appear avant-garde will suck up to this project ... '",20.0,1.0,7.0,0
5642,A humorless journey into a philosophical void .,8.0,1.0,1.0,0
5643,It should have stayed there .,6.0,1.0,1.0,0
5644,Just send it to Cranky .,6.0,,1.0,0
5645,It 's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more .,32.0,1.0,4.0,2
5646,"Made me feel uneasy , even queasy , because -LRB- Solondz 's -RRB- cool compassion is on the border of bemused contempt .",23.0,2.0,8.0,1
5647,A rehash of every gangster movie from the past decade .,11.0,1.0,1.0,0
5648,"In a summer of clones , Harvard Man is something rare and riveting : a wild ride that relies on more than special effects .",25.0,3.0,3.0,2
5649,"A laughable -- or rather , unlaughable -- excuse for a film .",13.0,,,0
5650,Diane Lane works nothing short of a minor miracle in Unfaithful .,12.0,3.0,1.0,2
5651,"You might want to take a reality check before you pay the full ticket price to see `` Simone , '' and consider a DVD rental instead .",28.0,3.0,6.0,0
5652,"The tonal shifts are jolting , and though Wen 's messages are profound and thoughtfully delivered , more thorough transitions would have made the film more cohesive .",28.0,2.0,4.0,1
5653,"This new movie version of the Alexandre Dumas classic is the stuff of high romance , brought off with considerable wit .",22.0,3.0,2.0,2
5654,Tries to work in the same vein as the brilliance of Animal House but instead comes closer to the failure of the third Revenge of the Nerds sequel .,,5.0,1.0,0
5655,Meyjes ... has done his homework and soaked up some jazzy new revisionist theories about the origins of Nazi politics and aesthetics .,23.0,2.0,4.0,2
5656,"The Bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process .",33.0,2.0,3.0,2
5657,"As improbable as this premise may seem , Abbass 's understated , shining performance offers us the sense that on some elemental level , Lilia deeply wants to break free of her old life .",35.0,3.0,5.0,2
5658,"A smart , compelling drama .",6.0,1.0,2.0,2
5659,"A perceptive , good-natured movie .",6.0,1.0,3.0,2
5660,"A pale Xerox of other , better crime movies .",,2.0,2.0,0
5661,... better described as a ghost story gone badly awry .,,0.0,4.0,0
5662,"Twenty years later , Reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast-forward technology that he so stringently takes to task .",40.0,2.0,4.0,1
5663,The story 's pathetic and the gags are puerile . .,11.0,1.0,3.0,0
5664,So purely enjoyable that you might not even notice it 's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .,25.0,4.0,2.0,2
5665,"Over the years , Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor .",38.0,,5.0,2
5666,-LRB- Barry -RRB- gives Assassin a disquieting authority .,9.0,2.0,5.0,2
5667,"A strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two",,1.0,,2
5668,Photographed with melancholy richness and eloquently performed yet also decidedly uncinematic .,12.0,1.0,1.0,1
5669,"The film fearlessly gets under the skin of the people involved ... This makes it not only a detailed historical document , but an engaging and moving portrait of a subculture .",,2.0,5.0,2
5670,"But if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie .",29.0,1.0,3.0,0
5671,-LRB- Allen 's -RRB- best works understand why snobbery is a better satiric target than middle-America diversions could ever be .,21.0,1.0,7.0,2
5672,There are moments of real pleasure to be found in Sara Sugarman 's whimsical comedy Very Annie-Mary but not enough to sustain the film .,25.0,,3.0,1
5673,"Reassuring , retro uplifter .",5.0,1.0,2.0,2
5674,The movie suffers from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected .,21.0,,4.0,0
5675,A zinger-filled crowd-pleaser that open-minded Elvis fans -LRB- but by no means all -RRB- will have fun with .,,,8.0,2
5676,Has lost some of the dramatic conviction that underlies the best of comedies ...,14.0,1.0,3.0,0
5677,"The video work is so grainy and rough , so dependent on being ` naturalistic ' rather than carefully lit and set up , that it 's exhausting to watch .",31.0,1.0,6.0,1
5678,... `` Bowling for Columbine '' remains a disquieting and thought-provoking film ...,13.0,,11.0,2
5679,"A lot of talent is wasted in this crass , low-wattage endeavor .",,1.0,,0
5680,Nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .,31.0,1.0,,2
5681,A movie that feels like the pilot episode of a new teen-targeted action TV series .,16.0,2.0,2.0,1
5682,"Visually , ` Santa Clause 2 ' is wondrously creative .",11.0,,4.0,2
5683,"Jaunty fun , with its celeb-strewn backdrop well used .",10.0,1.0,3.0,1
5684,I know that I 'll never listen to Marvin Gaye or the Supremes the same way again,,,1.0,2
5685,"There 's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes , but Kang tacks on three or four more endings .",29.0,2.0,5.0,1
5686,Needed a little less bling-bling and a lot more romance .,11.0,1.0,2.0,0
5687,"Kitschy , flashy , overlong soap opera .",8.0,,3.0,0
5688,"But the problem with Wendigo , for all its effective moments , is n't really one of resources .",19.0,2.0,4.0,0
5689,"My Big Fat Greek Wedding is not only the best date movie of the year , it 's also a -- dare I say it twice -- delightfully charming -- and totally American , I might add -- slice of comedic bliss .",43.0,,12.0,2
5690,"Though a touch too Arthouse 101 in its poetic symbolism , Heaven proves to be a good match of the sensibilities of two directors .",25.0,3.0,2.0,2
5691,"The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time .",20.0,,4.0,2
5692,Suffers from all the excesses of the genre .,9.0,1.0,1.0,0
5693,"The Chateau has one very funny joke and a few other decent ones , but all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film .",,2.0,4.0,0
5694,But how it washed out despite all of that is the project 's prime mystery .,16.0,1.0,2.0,0
5695,There 's a lot to recommend Read My Lips .,10.0,4.0,,2
5696,Humor in I Spy is so anemic .,8.0,3.0,1.0,0
5697,These guys seem great to knock back a beer with but they 're simply not funny performers .,18.0,1.0,2.0,0
5698,"There are a few chuckles , but not a single gag sequence that really scores , and the stars seem to be in two different movies .",27.0,1.0,3.0,1
5699,"There 's nothing like love to give a movie a B-12 shot , and CQ shimmers with it .",19.0,3.0,4.0,2
5700,Then you 'd do well to check this one out because it 's straight up Twin Peaks action ...,19.0,3.0,5.0,2
5701,"as in aimless , arduous , and arbitrary .",,0.0,3.0,0
5702,This is a movie you can trust .,8.0,,1.0,2
5703,... contains very few laughs and even less surprises .,10.0,0.0,,0
5704,"It excels because , unlike so many other Hollywood movies of its ilk , it offers hope .",18.0,2.0,3.0,2
5705,"High Crimes knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort .",26.0,,,1
5706,"As if Drop Dead Gorgeous was n't enough , this equally derisive clunker is fixated on the spectacle of small-town competition .",22.0,,,0
5707,"Its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work .",22.0,1.0,3.0,2
5708,While the plot follows a predictable connect-the-dots course ... director John Schultz colors the picture in some evocative shades .,20.0,3.0,,2
5709,It 's that rare family movie -- genuine and sweet without relying on animation or dumb humor .,,1.0,4.0,2
5710,"Rich in shadowy metaphor and as sharp as a samurai sword , Jiang Wen 's Devils on the Doorstep is a wartime farce in the alternately comic and gut-wrenching style of Joseph Heller or Kurt Vonnegut .",,9.0,4.0,2
5711,Amazing !,2.0,1.0,1.0,2
5712,"A brisk , reverent , and subtly different sequel .",10.0,1.0,,2
5713,No film could possibly be more contemptuous of the single female population .,13.0,1.0,1.0,0
5714,It 's a very valuable film ...,7.0,,4.0,2
5715,It 's tough to be startled when you 're almost dozing .,,,3.0,0
5716,"This is lightweight filmmaking , to be sure , but it 's pleasant enough -- and oozing with attractive men .",21.0,1.0,6.0,2
5717,"There 's an excellent 90-minute film here ; unfortunately , it runs for 170 .",15.0,1.0,,0
5718,delightfully rendered,2.0,0.0,0.0,2
5719,"Once Ice-T sticks his mug in the window of the couple 's BMW and begins haranguing the wife in bad stage dialogue , all credibility flies out the window .",,3.0,4.0,0
5720,"Whether this is art imitating life or life imitating art , it 's an unhappy situation all around .",19.0,,3.0,0
5721,"The film 's trailer also looked like crap , so crap is what I was expecting .",17.0,2.0,3.0,0
